Andhra Pradesh,KHAMMAM,Moong(Green Gram),2002-03,Kharif,25799,Hectare,10474,Tonnes,0.405984728
Andhra Pradesh,KHAMMAM,Moong(Green Gram),2002-03,Rabi,2488,Hectare,634,Tonnes,0.254823151
Andhra Pradesh,KHAMMAM,Moong(Green Gram),2003-04,Kharif,42930,Hectare,20478,Tonnes,0.477009085
Andhra Pradesh,KHAMMAM,Moong(Green Gram),2003-04,Rabi,4390,Hectare,1484,Tonnes,0.338041002
Andhra Pradesh,KRISHNA,Moong(Green Gram),2001-02,Kharif,18212,Hectare,11656,Tonnes,0.640017571
Andhra Pradesh,KRISHNA,Moong(Green Gram),2001-02,Rabi,1947,Hectare,648,Tonnes,0.332819723
Andhra Pradesh,KRISHNA,Moong(Green Gram),2002-03,Kharif,15051,Hectare,5072,Tonnes,0.336987576
Andhra Pradesh,KRISHNA,Moong(Green Gram),2002-03,Rabi,3956,Hectare,3011,Tonnes,0.761122346
Andhra Pradesh,KRISHNA,Moong(Green Gram),2003-04,Kharif,21446,Hectare,12803,Tonnes,0.596987783
Andhra Pradesh,KRISHNA,Moong(Green Gram),2003-04,Rabi,27374,Hectare,8732,Tonnes,0.318988822
Andhra Pradesh,KURNOOL,Moong(Green Gram),2001-02,Kharif,2537,Hectare,1225,Tonnes,0.482853764
Andhra Pradesh,KURNOOL,Moong(Green Gram),2001-02,Rabi,398,Hectare,121,Tonnes,0.304020101
Andhra Pradesh,KURNOOL,Moong(Green Gram),2002-03,Kharif,5716,Hectare,863,Tonnes,0.150979706
Andhra Pradesh,KURNOOL,Moong(Green Gram),2002-03,Rabi,486,Hectare,124,Tonnes,0.255144033
Andhra Pradesh,KURNOOL,Moong(Green Gram),2003-04,Kharif,11210,Hectare,6098,Tonnes,0.543978591
Andhra Pradesh,KURNOOL,Moong(Green Gram),2003-04,Rabi,77,Hectare,26,Tonnes,0.337662338
Andhra Pradesh,MAHBUBNAGAR,Moong(Green Gram),2001-02,Kharif,57890,Hectare,753,Tonnes,0.013007428
Andhra Pradesh,MAHBUBNAGAR,Moong(Green Gram),2001-02,Rabi,8,Hectare,2,Tonnes,0.25
Andhra Pradesh,MAHBUBNAGAR,Moong(Green Gram),2002-03,Kharif,55879,Hectare,1062,Tonnes,0.019005351
Andhra Pradesh,MAHBUBNAGAR,Moong(Green Gram),2003-04,Kharif,38604,Hectare,3976,Tonnes,0.102994508
Andhra Pradesh,MAHBUBNAGAR,Moong(Green Gram),2003-04,Rabi,11,Hectare,4,Tonnes,0.363636364
Andhra Pradesh,MEDAK,Moong(Green Gram),2001-02,Kharif,59316,Hectare,26514,Tonnes,0.446995752
Andhra Pradesh,MEDAK,Moong(Green Gram),2001-02,Rabi,102,Hectare,31,Tonnes,0.303921569
Andhra Pradesh,MEDAK,Moong(Green Gram),2002-03,Kharif,70759,Hectare,22218,Tonnes,0.313995393
Andhra Pradesh,MEDAK,Moong(Green Gram),2002-03,Rabi,142,Hectare,36,Tonnes,0.253521127
Andhra Pradesh,MEDAK,Moong(Green Gram),2003-04,Kharif,81090,Hectare,60250,Tonnes,0.743001603
Andhra Pradesh,MEDAK,Moong(Green Gram),2003-04,Rabi,52,Hectare,18,Tonnes,0.346153846
Andhra Pradesh,NALGONDA,Moong(Green Gram),2001-02,Kharif,40574,Hectare,14728,Tonnes,0.362991078
Andhra Pradesh,NALGONDA,Moong(Green Gram),2002-03,Kharif,41843,Hectare,14520,Tonnes,0.347011448
Andhra Pradesh,NALGONDA,Moong(Green Gram),2002-03,Rabi,126,Hectare,32,Tonnes,0.253968254
Andhra Pradesh,NALGONDA,Moong(Green Gram),2003-04,Kharif,83607,Hectare,48408,Tonnes,0.578994582
Andhra Pradesh,NALGONDA,Moong(Green Gram),2003-04,Rabi,21,Hectare,7,Tonnes,0.333333333
Andhra Pradesh,NIZAMABAD,Moong(Green Gram),2001-02,Kharif,14177,Hectare,3147,Tonnes,0.221979262
Andhra Pradesh,NIZAMABAD,Moong(Green Gram),2001-02,Rabi,619,Hectare,189,Tonnes,0.305331179
